User_ID,Cust_name,Product_ID,Gender,Age Group,Age,Marital_Status,State,Zone,Occupation,Product_Category,Orders,Amount,Status,unnamed1
1001423,Customer_1422,P02483,M,36-45,38,1,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,2,8443.4,,
1001424,Customer_1423,P03339,M,51-55,53,1,Haryana,Northern,Automobile,Electronics & Gadgets,4,3971.81,,
1001425,Customer_1424,P02239,F,36-45,41,1,Gujarat,Western,IT Sector,Stationery,3,24650.63,,
1001426,Customer_1425,P01804,M,26-35,29,1,Andhra Pradesh,Southern,Textile,Electronics & Gadgets,2,12547.96,,
1001427,Customer_1426,P07024,F,26-35,31,1,Delhi,Central,Agriculture,Electronics & Gadgets,4,3035.41,,
1001428,Customer_1427,P00462,M,26-35,31,0,Madhya Pradesh,Central,Food Processing,Tupperware,3,4505.21,,
1001429,Customer_1428,P02704,F,26-35,28,1,Madhya Pradesh,Central,Food Processing,Footwear & Shoes,1,34336.16,,
1001430,Customer_1429,P04386,M,36-45,38,0,Madhya Pradesh,Central,Food Processing,Electronics & Gadgets,3,3787.0,,
1001431,Customer_1430,P03838,F,26-35,31,1,Andhra Pradesh,Southern,Banking,Footwear & Shoes,1,,,
1001432,Customer_1431,P02569,F,46-50,50,1,Rajasthan,Western,Food Processing,Food,4,4115.03,,
1001433,Customer_1432,P04895,F,36-45,42,0,Uttar Pradesh,Central,Aviation,Furniture,1,12010.09,,
1001434,Customer_1433,P06250,F,36-45,41,1,Haryana,Northern,Food Processing,Clothing & Apparel,4,7836.38,,
1001435,Customer_1434,P00656,F,26-35,32,1,Maharashtra,Western,Govt,Footwear & Shoes,2,2559.64,,
1001436,Customer_1435,P09117,F,26-35,31,0,Haryana,Northern,Aviation,Food,2,5592.64,,
1001437,Customer_1436,P02908,F,36-45,38,1,Uttar Pradesh,Central,Construction,Clothing & Apparel,1,2724.83,,
1001438,Customer_1437,P05250,F,26-35,28,1,Uttar Pradesh,Central,Healthcare,Veterinary,1,4747.62,,
1001439,Customer_1438,P07661,M,26-35,28,0,Uttar Pradesh,Central,Textile,Electronics & Gadgets,4,3499.92,,
1001440,Customer_1439,P02819,M,26-35,29,1,Maharashtra,Western,Automobile,Veterinary,4,3993.58,,
1001441,Customer_1440,P06606,M,26-35,28,0,Uttar Pradesh,Central,Aviation,Food,3,14046.49,,
1001442,Customer_1441,P03841,M,36-45,38,1,Delhi,Central,Govt,Stationery,4,14241.22,,
1001443,Customer_1442,P09866,F,26-35,31,1,Karnataka,Southern,Construction,Electronics & Gadgets,1,12546.58,,
1001444,Customer_1443,P04098,M,36-45,42,1,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,11324.4,,
1001445,Customer_1444,P02503,F,26-35,32,1,Maharashtra,Western,Textile,Clothing & Apparel,3,,,
1001446,Customer_1445,P08880,F,36-45,38,0,Rajasthan,Western,Healthcare,Electronics & Gadgets,2,6649.05,,
1001447,Customer_1446,P09839,F,46-50,46,0,Andhra Pradesh,Southern,Banking,Tupperware,1,6930.17,,
1001448,Customer_1447,P00394,F,46-50,46,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,4,8123.3,,
1001449,Customer_1448,P05443,M,26-35,31,1,Karnataka,Southern,IT Sector,Veterinary,2,17522.79,,
1001450,Customer_1449,P09982,F,0-17,16,1,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,4,19558.89,,
1001451,Customer_1450,P01236,M,26-35,31,1,Madhya Pradesh,Central,Healthcare,Bliss Balls,3,3947.31,,
1001452,Customer_1451,P02164,F,36-45,42,1,Delhi,Central,Automobile,Tupperware,3,6524.99,,
1001453,Customer_1452,P07109,M,36-45,39,1,Tamil Nadu,Southern,Food Processing,Clothing & Apparel,1,3281.58,,
1001454,Customer_1453,P04643,M,36-45,42,1,Uttar Pradesh,Central,Banking,Food,1,10356.99,,
1001455,Customer_1454,P01107,F,26-35,31,1,Delhi,Central,Govt,Furniture,4,8790.37,,
1001456,Customer_1455,P05545,F,36-45,40,1,Andhra Pradesh,Southern,Healthcare,Clothing & Apparel,1,17221.18,,
1001457,Customer_1456,P05452,M,26-35,29,1,Tamil Nadu,Southern,Food Processing,Footwear & Shoes,3,7853.3,,
1001458,Customer_1457,P09539,F,36-45,38,1,Delhi,Central,Agriculture,Clothing & Apparel,4,14152.85,,
1001459,Customer_1458,P01535,F,26-35,32,1,Karnataka,Southern,Banking,Tupperware,2,5062.86,,
1001460,Customer_1459,P00671,M,36-45,39,0,Gujarat,Western,IT Sector,Veterinary,1,11479.99,,
1001461,Customer_1460,P02482,F,18-25,22,1,Delhi,Central,IT Sector,Food,4,2327.92,,
1001462,Customer_1461,P09537,F,26-35,29,1,Gujarat,Western,Govt,Food,2,3314.54,,
1001463,Customer_1462,P05184,F,36-45,42,1,Rajasthan,Western,Banking,Stationery,4,6738.73,,
1001464,Customer_1463,P00377,F,26-35,31,1,Uttar Pradesh,Central,Agriculture,Bliss Balls,1,19435.44,,
1001465,Customer_1464,P07159,F,46-50,46,0,Uttar Pradesh,Central,IT Sector,Clothing & Apparel,2,19310.53,,
1001466,Customer_1465,P01987,F,36-45,41,1,Maharashtra,Western,IT Sector,Footwear & Shoes,3,9305.76,,
1001467,Customer_1466,P01365,M,36-45,41,1,Uttar Pradesh,Central,Healthcare,Stationery,1,3113.07,,
1001468,Customer_1467,P07591,M,26-35,32,1,Delhi,Central,Govt,Footwear & Shoes,3,11139.65,,
1001469,Customer_1468,P01140,F,26-35,31,1,Haryana,Northern,Healthcare,Electronics & Gadgets,4,3557.24,,
1001470,Customer_1469,P09209,M,36-45,41,1,Karnataka,Southern,Healthcare,Food,3,5451.99,,
1001471,Customer_1470,P08173,M,26-35,32,1,Andhra Pradesh,Southern,Banking,Tupperware,2,5017.21,,
1001472,Customer_1471,P09177,F,36-45,42,0,Tamil Nadu,Southern,IT Sector,Office,2,19265.51,,
1001473,Customer_1472,P02852,M,26-35,30,1,Maharashtra,Western,Textile,Footwear & Shoes,3,11462.13,,
1001474,Customer_1473,P08313,F,26-35,31,1,Karnataka,Southern,Food Processing,Bliss Balls,1,2589.66,,
1001475,Customer_1474,P04669,M,26-35,29,0,Uttar Pradesh,Central,Healthcare,Office,2,16831.81,,
1001476,Customer_1475,P06453,F,0-17,13,0,Maharashtra,Western,Aviation,Electronics & Gadgets,3,6502.58,,
1001477,Customer_1476,P02453,M,26-35,28,0,Rajasthan,Western,Healthcare,Electronics & Gadgets,3,13244.29,,
1001478,Customer_1477,P07537,M,36-45,42,1,Andhra Pradesh,Southern,Agriculture,Furniture,3,13993.15,,
1001479,Customer_1478,P04899,F,46-50,50,0,Rajasthan,Western,Automobile,Electronics & Gadgets,4,50000.0,,
1001480,Customer_1479,P00786,F,26-35,30,1,Karnataka,Southern,Govt,Tupperware,1,5408.74,,
1001481,Customer_1480,P08576,M,51-55,54,0,Madhya Pradesh,Central,Banking,Tupperware,4,17986.92,,
1001482,Customer_1481,P04911,M,36-45,42,1,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,2,4703.91,,
1001483,Customer_1482,P09054,M,51-55,55,1,Maharashtra,Western,Textile,Tupperware,2,45301.11,,
1001484,Customer_1483,P05446,M,36-45,38,0,Karnataka,Southern,Agriculture,Veterinary,3,6224.47,,
1001485,Customer_1484,P05143,F,36-45,41,0,Delhi,Central,Textile,Furniture,1,10634.72,,
1001486,Customer_1485,P02528,F,18-25,22,1,Tamil Nadu,Southern,Healthcare,Bliss Balls,4,43638.28,,
1001487,Customer_1486,P05226,M,26-35,32,1,Gujarat,Western,Banking,Electronics & Gadgets,3,3789.32,,
1001488,Customer_1487,P08320,M,0-17,17,1,Tamil Nadu,Southern,Banking,Electronics & Gadgets,2,9825.32,,
1001489,Customer_1488,P09198,F,36-45,42,1,Uttar Pradesh,Central,Banking,Furniture,1,50000.0,,
1001490,Customer_1489,P07913,M,26-35,28,1,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,4,25053.53,,
1001491,Customer_1490,P09745,F,46-50,50,1,Gujarat,Western,Food Processing,Clothing & Apparel,3,3995.29,,
1001492,Customer_1491,P03456,F,26-35,32,0,Madhya Pradesh,Central,Construction,Veterinary,2,2831.56,,
1001493,Customer_1492,P08807,M,46-50,46,1,Karnataka,Southern,Banking,Food,2,6442.02,,
1001494,Customer_1493,P07366,M,18-25,24,1,Madhya Pradesh,Central,Healthcare,Bliss Balls,2,13529.57,,
1001495,Customer_1494,P06640,M,26-35,31,0,Karnataka,Southern,Govt,Furniture,1,14474.16,,
1001496,Customer_1495,P00138,F,26-35,31,1,Madhya Pradesh,Central,IT Sector,Tupperware,1,9480.28,,
1001497,Customer_1496,P03442,F,26-35,28,1,Rajasthan,Western,Textile,Food,2,9633.77,,
1001498,Customer_1497,P09178,F,26-35,31,1,Haryana,Northern,IT Sector,Clothing & Apparel,2,3028.66,,
1001499,Customer_1498,P02944,F,36-45,40,0,Madhya Pradesh,Central,IT Sector,Food,1,6655.84,,
1001500,Customer_1499,P01198,F,18-25,24,0,Uttar Pradesh,Central,Govt,Clothing & Apparel,3,8867.35,,
1001501,Customer_1500,P07127,F,26-35,30,0,Gujarat,Western,Banking,Furniture,3,11205.95,,
1001502,Customer_1501,P01923,M,46-50,49,1,Maharashtra,Western,Automobile,Electronics & Gadgets,3,2770.1,,
1001503,Customer_1502,P03255,M,18-25,20,0,Karnataka,Southern,IT Sector,Clothing & Apparel,2,11386.28,,
1001504,Customer_1503,P03193,M,51-55,51,0,Karnataka,Southern,Aviation,Tupperware,4,24678.27,,
1001505,Customer_1504,P05758,F,55+,58,0,Madhya Pradesh,Central,Banking,Office,2,14343.04,,
1001506,Customer_1505,P03878,M,18-25,23,0,Madhya Pradesh,Central,Banking,Food,4,9822.7,,
1001507,Customer_1506,P02996,F,26-35,32,1,Tamil Nadu,Southern,Govt,Tupperware,4,2817.46,,
1001508,Customer_1507,P01088,F,26-35,31,1,Maharashtra,Western,IT Sector,Clothing & Apparel,1,14652.89,,
1001509,Customer_1508,P04216,M,36-45,41,1,Karnataka,Southern,Banking,Electronics & Gadgets,2,10700.32,,
1001510,Customer_1509,P06546,F,36-45,38,1,Maharashtra,Western,Govt,Clothing & Apparel,4,8364.88,,
1001511,Customer_1510,P04279,M,36-45,39,1,Madhya Pradesh,Central,Agriculture,Furniture,3,14961.7,,
1001512,Customer_1511,P01782,F,36-45,42,1,Maharashtra,Western,Govt,Office,2,10979.2,,
1001513,Customer_1512,P05726,F,18-25,24,1,Haryana,Northern,Govt,Tupperware,3,7074.49,,
1001514,Customer_1513,P07524,F,46-50,46,1,Tamil Nadu,Southern,Food Processing,Food,1,4138.58,,
1001515,Customer_1514,P01033,M,36-45,41,1,Maharashtra,Western,IT Sector,Furniture,1,7614.92,,
1001516,Customer_1515,P03698,M,36-45,38,1,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,4,3338.56,,
1001517,Customer_1516,P02080,F,51-55,54,0,Delhi,Central,Food Processing,Footwear & Shoes,1,2496.67,,
1001518,Customer_1517,P03156,M,36-45,39,1,Karnataka,Southern,IT Sector,Bliss Balls,1,4132.16,,
1001519,Customer_1518,P09084,F,26-35,29,0,Maharashtra,Western,Food Processing,Tupperware,1,5659.56,,
1001520,Customer_1519,P00891,M,26-35,30,0,Madhya Pradesh,Central,Construction,Food,2,10325.89,,
1001521,Customer_1520,P05490,F,26-35,31,0,Uttar Pradesh,Central,IT Sector,Food,3,7535.17,,
1001522,Customer_1521,P06735,F,18-25,20,1,Maharashtra,Western,Healthcare,Clothing & Apparel,3,12628.59,,
1001523,Customer_1522,P02355,M,51-55,51,0,Gujarat,Western,IT Sector,Food,3,12699.31,,
1001524,Customer_1523,P03710,M,18-25,20,0,Delhi,Central,Banking,Office,2,11795.45,,
1001525,Customer_1524,P01707,F,36-45,40,0,Haryana,Northern,Agriculture,Food,3,8343.32,,
1001526,Customer_1525,P05279,M,36-45,42,0,Rajasthan,Western,Govt,Furniture,4,10702.17,,
1001527,Customer_1526,P06673,F,0-17,13,1,Karnataka,Southern,Govt,Food,3,32327.81,,
1001528,Customer_1527,P01084,M,51-55,52,1,Maharashtra,Western,IT Sector,Office,2,11787.46,,
1001529,Customer_1528,P05876,M,46-50,46,1,Uttar Pradesh,Central,Automobile,Clothing & Apparel,3,12853.26,,
1001530,Customer_1529,P03776,M,36-45,38,1,Tamil Nadu,Southern,Agriculture,Tupperware,2,4753.37,,
1001531,Customer_1530,P03480,M,26-35,28,1,Maharashtra,Western,Banking,Electronics & Gadgets,4,7200.49,,
1001532,Customer_1531,P08811,F,18-25,24,1,Madhya Pradesh,Central,Automobile,Food,3,6570.36,,
1001533,Customer_1532,P08882,F,26-35,28,0,Madhya Pradesh,Central,Healthcare,Veterinary,1,5489.09,,
1001534,Customer_1533,P01150,M,26-35,32,1,Maharashtra,Western,Healthcare,Bliss Balls,1,6922.99,,
1001535,Customer_1534,P03733,F,36-45,42,1,Madhya Pradesh,Central,Healthcare,Clothing & Apparel,2,9290.85,,
1001536,Customer_1535,P06442,F,55+,58,1,Uttar Pradesh,Central,Healthcare,Bliss Balls,2,9829.57,,
1001537,Customer_1536,P01059,M,36-45,39,1,Karnataka,Southern,Aviation,Electronics & Gadgets,2,16639.41,,
1001538,Customer_1537,P06159,F,51-55,51,1,Karnataka,Southern,Govt,Veterinary,2,10544.41,,
1001539,Customer_1538,P08984,F,36-45,38,1,Gujarat,Western,Construction,Tupperware,1,18283.37,,
1001540,Customer_1539,P05755,M,26-35,28,0,Tamil Nadu,Southern,Healthcare,Furniture,1,10551.18,,
1001541,Customer_1540,P04573,F,46-50,50,1,Maharashtra,Western,IT Sector,Clothing & Apparel,4,5447.23,,
1001542,Customer_1541,P03046,F,26-35,31,0,Andhra Pradesh,Southern,Banking,Food,4,9972.87,,
1001543,Customer_1542,P07825,M,46-50,47,1,Rajasthan,Western,Construction,Bliss Balls,4,12445.67,,
1001544,Customer_1543,P00626,F,26-35,28,1,Maharashtra,Western,Aviation,Bliss Balls,1,11258.1,,
1001545,Customer_1544,P03324,M,18-25,23,1,Madhya Pradesh,Central,Agriculture,Food,4,17172.29,,
1001546,Customer_1545,P01975,F,46-50,49,0,Maharashtra,Western,Healthcare,Food,2,20879.85,,
1001547,Customer_1546,P01863,F,36-45,41,0,Uttar Pradesh,Central,Construction,Office,4,5266.29,,
1001548,Customer_1547,P08812,M,51-55,52,1,Haryana,Northern,Banking,Tupperware,1,2657.67,,
1001549,Customer_1548,P05897,F,51-55,54,0,Delhi,Central,IT Sector,Electronics & Gadgets,1,10546.47,,
1001550,Customer_1549,P09308,F,18-25,20,0,Maharashtra,Western,Healthcare,Bliss Balls,4,2934.63,,
1001551,Customer_1550,P07199,F,36-45,38,0,Karnataka,Southern,Food Processing,Clothing & Apparel,2,19232.11,,
1001552,Customer_1551,P05209,M,26-35,30,1,Karnataka,Southern,IT Sector,Clothing & Apparel,2,15815.17,,
1001553,Customer_1552,P06744,F,36-45,42,0,Rajasthan,Western,Construction,Bliss Balls,3,12000.91,,
1001554,Customer_1553,P00216,M,46-50,49,1,Haryana,Northern,Food Processing,Tupperware,1,22848.57,,
1001555,Customer_1554,P02533,F,26-35,32,1,Delhi,Central,IT Sector,Clothing & Apparel,2,19455.91,,
1001556,Customer_1555,P05563,F,36-45,42,1,Maharashtra,Western,Textile,Office,4,22504.68,,
1001557,Customer_1556,P00683,M,36-45,42,1,Madhya Pradesh,Central,Agriculture,Stationery,1,12637.65,,
1001558,Customer_1557,P08686,M,18-25,24,1,Gujarat,Western,IT Sector,Food,1,5676.71,,
1001559,Customer_1558,P03888,F,46-50,50,0,Uttar Pradesh,Central,Healthcare,Clothing & Apparel,1,2391.38,,
1001560,Customer_1559,P04267,F,36-45,38,0,Rajasthan,Western,Food Processing,Veterinary,1,2508.3,,
1001561,Customer_1560,P08565,F,51-55,52,0,Delhi,Central,Govt,Food,2,14605.92,,
1001562,Customer_1561,P01489,M,26-35,31,0,Haryana,Northern,Agriculture,Electronics & Gadgets,4,3699.41,,
1001563,Customer_1562,P08457,F,18-25,23,1,Delhi,Central,Textile,Clothing & Apparel,4,5004.46,,
1001564,Customer_1563,P09859,F,36-45,38,1,Haryana,Northern,Aviation,Tupperware,3,9057.18,,
1001565,Customer_1564,P06254,F,18-25,20,1,Delhi,Central,IT Sector,Electronics & Gadgets,1,3124.14,,
1001566,Customer_1565,P05520,F,55+,60,1,Uttar Pradesh,Central,Automobile,Office,3,35774.67,,
1001567,Customer_1566,P09020,M,18-25,21,0,Uttar Pradesh,Central,Agriculture,Electronics & Gadgets,1,15590.64,,
1001568,Customer_1567,P02143,F,36-45,41,1,Andhra Pradesh,Southern,IT Sector,Footwear & Shoes,4,9030.24,,
1001569,Customer_1568,P04297,F,36-45,40,1,Andhra Pradesh,Southern,Textile,Office,4,21127.73,,
1001570,Customer_1569,P03596,M,26-35,28,1,Maharashtra,Western,Healthcare,Bliss Balls,4,7442.97,,
1001571,Customer_1570,P00878,F,18-25,22,0,Haryana,Northern,IT Sector,Bliss Balls,3,20180.09,,
1001572,Customer_1571,P00313,F,36-45,41,1,Haryana,Northern,Banking,Food,4,15988.69,,
1001573,Customer_1572,P03862,M,36-45,38,1,Rajasthan,Western,Food Processing,Tupperware,2,2113.47,,
1001574,Customer_1573,P09868,M,26-35,31,1,Gujarat,Western,Aviation,Electronics & Gadgets,1,14746.09,,
1001575,Customer_1574,P06831,F,51-55,51,0,Delhi,Central,Aviation,Office,4,14257.21,,
1001576,Customer_1575,P03217,M,26-35,31,1,Madhya Pradesh,Central,Healthcare,Food,1,5054.54,,
1001577,Customer_1576,P05891,M,26-35,30,0,Gujarat,Western,Textile,Office,4,7434.61,,
1001578,Customer_1577,P08883,F,36-45,39,0,Karnataka,Southern,Aviation,Food,3,3189.81,,
1001579,Customer_1578,P02820,M,18-25,20,1,Andhra Pradesh,Southern,Automobile,Tupperware,2,10786.86,,
1001580,Customer_1579,P09005,F,51-55,53,1,Delhi,Central,IT Sector,Veterinary,1,10976.52,,
1001581,Customer_1580,P09227,M,26-35,31,1,Tamil Nadu,Southern,Banking,Clothing & Apparel,3,33902.09,,
1001582,Customer_1581,P06147,F,18-25,22,1,Karnataka,Southern,Food Processing,Food,4,12262.78,,
1001583,Customer_1582,P08132,M,26-35,28,1,Maharashtra,Western,Textile,Veterinary,2,6744.22,,
1001584,Customer_1583,P00101,M,36-45,40,0,Andhra Pradesh,Southern,IT Sector,Food,2,3590.27,,
1001585,Customer_1584,P06468,F,36-45,41,1,Maharashtra,Western,IT Sector,Footwear & Shoes,3,14398.62,,
1001586,Customer_1585,P02049,M,36-45,42,1,Haryana,Northern,Textile,Clothing & Apparel,2,5493.12,,
1001587,Customer_1586,P06832,F,18-25,21,0,Gujarat,Western,Govt,Food,1,25019.99,,
1001588,Customer_1587,P07933,F,26-35,29,1,Karnataka,Southern,Aviation,Food,4,4595.75,,
1001589,Customer_1588,P01017,F,46-50,50,0,Karnataka,Southern,Textile,Food,2,3751.25,,
1001590,Customer_1589,P03274,M,18-25,20,1,Uttar Pradesh,Central,Aviation,Footwear & Shoes,4,,,
1001591,Customer_1590,P07114,F,46-50,48,0,Maharashtra,Western,Healthcare,Clothing & Apparel,2,,,
1001592,Customer_1591,P00189,F,18-25,22,1,Uttar Pradesh,Central,Food Processing,Office,1,3216.52,,
1001593,Customer_1592,P01809,M,46-50,50,1,Rajasthan,Western,Healthcare,Food,4,2337.78,,
1001594,Customer_1593,P03141,M,26-35,32,0,Maharashtra,Western,Aviation,Tupperware,1,29383.88,,
1001595,Customer_1594,P00205,F,36-45,41,1,Uttar Pradesh,Central,Banking,Food,2,3176.16,,
1001596,Customer_1595,P09178,F,26-35,31,0,Uttar Pradesh,Central,Automobile,Office,3,9482.15,,
1001597,Customer_1596,P08719,M,18-25,21,1,Karnataka,Southern,Food Processing,Food,4,3776.13,,
1001598,Customer_1597,P01995,F,26-35,28,1,Karnataka,Southern,Healthcare,Food,4,3468.32,,
1001599,Customer_1598,P06190,F,18-25,20,0,Gujarat,Western,Aviation,Clothing & Apparel,1,3357.25,,
1001600,Customer_1599,P08608,M,26-35,32,1,Maharashtra,Western,Banking,Food,1,11902.17,,
1001601,Customer_1600,P06182,F,36-45,39,1,Madhya Pradesh,Central,IT Sector,Furniture,3,13404.34,,
1001602,Customer_1601,P00734,M,36-45,39,1,Gujarat,Western,Automobile,Food,1,3020.85,,
1001603,Customer_1602,P02025,F,46-50,49,1,Haryana,Northern,Govt,Food,3,3174.73,,
1001604,Customer_1603,P02156,F,36-45,40,1,Maharashtra,Western,IT Sector,Food,1,23785.01,,
1001605,Customer_1604,P07017,F,36-45,38,1,Maharashtra,Western,IT Sector,Bliss Balls,2,9110.57,,
1001606,Customer_1605,P03244,F,26-35,29,1,Uttar Pradesh,Central,Agriculture,Tupperware,2,14160.27,,
1001607,Customer_1606,P09731,M,26-35,31,1,Delhi,Central,Automobile,Veterinary,3,2671.89,,
1001608,Customer_1607,P00652,F,26-35,31,0,Karnataka,Southern,Aviation,Veterinary,2,2430.69,,
1001609,Customer_1608,P09007,M,46-50,49,1,Delhi,Central,Aviation,Stationery,3,6036.07,,
1001610,Customer_1609,P05483,F,26-35,30,0,Karnataka,Southern,Healthcare,Bliss Balls,2,8482.02,,
1001611,Customer_1610,P04011,F,0-17,14,0,Madhya Pradesh,Central,Automobile,Electronics & Gadgets,3,5728.09,,
1001612,Customer_1611,P03489,F,36-45,42,1,Madhya Pradesh,Central,IT Sector,Clothing & Apparel,4,11998.25,,
1001613,Customer_1612,P09399,M,26-35,32,0,Karnataka,Southern,Textile,Clothing & Apparel,3,10856.77,,
1001614,Customer_1613,P08542,F,51-55,54,0,Uttar Pradesh,Central,Automobile,Clothing & Apparel,2,6737.08,,
1001615,Customer_1614,P02530,M,46-50,49,0,Karnataka,Southern,IT Sector,Clothing & Apparel,1,2662.0,,
1001616,Customer_1615,P00558,M,18-25,22,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,4,9241.35,,
1001617,Customer_1616,P00307,M,18-25,23,0,Uttar Pradesh,Central,Automobile,Food,1,4215.3,,
1001618,Customer_1617,P00999,F,26-35,29,0,Maharashtra,Western,Aviation,Clothing & Apparel,4,5899.97,,
1001619,Customer_1618,P00121,F,36-45,41,1,Tamil Nadu,Southern,Automobile,Food,4,2116.02,,
1001620,Customer_1619,P08701,F,26-35,31,1,Haryana,Northern,Construction,Furniture,3,7890.24,,
1001621,Customer_1620,P00994,F,36-45,39,1,Rajasthan,Western,Govt,Electronics & Gadgets,3,11604.93,,
1001622,Customer_1621,P00614,F,36-45,38,1,Haryana,Northern,Healthcare,Bliss Balls,4,8892.47,,
1001623,Customer_1622,P07394,M,26-35,32,1,Haryana,Northern,Govt,Tupperware,2,13140.96,,
1001624,Customer_1623,P05004,F,0-17,16,1,Maharashtra,Western,Banking,Tupperware,4,50000.0,,
1001625,Customer_1624,P07967,M,36-45,39,0,Maharashtra,Western,Agriculture,Food,2,10009.73,,
1001626,Customer_1625,P04209,F,26-35,32,1,Maharashtra,Western,Construction,Food,4,3998.77,,
1001627,Customer_1626,P07279,F,46-50,48,1,Rajasthan,Western,Govt,Clothing & Apparel,2,8794.5,,
1001628,Customer_1627,P01660,F,26-35,28,0,Rajasthan,Western,IT Sector,Food,3,4249.09,,
1001629,Customer_1628,P01366,F,36-45,41,1,Uttar Pradesh,Central,Textile,Clothing & Apparel,4,5206.23,,
1001630,Customer_1629,P03738,F,46-50,46,1,Gujarat,Western,Govt,Tupperware,4,5471.46,,
1001631,Customer_1630,P09041,M,46-50,49,1,Maharashtra,Western,Healthcare,Veterinary,2,7871.51,,
1001632,Customer_1631,P03527,M,26-35,31,1,Andhra Pradesh,Southern,Govt,Tupperware,2,7934.2,,
1001633,Customer_1632,P04880,M,26-35,31,0,Andhra Pradesh,Southern,Food Processing,Footwear & Shoes,4,10804.55,,
1001634,Customer_1633,P02027,F,36-45,38,1,Uttar Pradesh,Central,Govt,Food,2,6606.11,,
1001635,Customer_1634,P02456,F,26-35,30,1,Madhya Pradesh,Central,Construction,Food,3,3663.04,,
1001636,Customer_1635,P04890,F,26-35,29,1,Delhi,Central,Banking,Food,3,7402.26,,
1001637,Customer_1636,P00406,F,51-55,52,1,Andhra Pradesh,Southern,Govt,Bliss Balls,4,14735.47,,
1001638,Customer_1637,P08079,F,26-35,30,0,Karnataka,Southern,Banking,Clothing & Apparel,4,11707.48,,
1001639,Customer_1638,P03765,F,0-17,15,1,Rajasthan,Western,Govt,Electronics & Gadgets,2,2979.84,,
1001640,Customer_1639,P07157,M,0-17,16,0,Andhra Pradesh,Southern,IT Sector,Tupperware,3,25703.83,,
1001641,Customer_1640,P00761,M,36-45,41,1,Maharashtra,Western,Govt,Stationery,1,4920.29,,
1001642,Customer_1641,P04744,F,36-45,39,1,Rajasthan,Western,Textile,Tupperware,3,9063.98,,
1001643,Customer_1642,P08603,M,26-35,31,0,Delhi,Central,Construction,Food,2,2260.75,,
1001644,Customer_1643,P03020,M,26-35,31,0,Uttar Pradesh,Central,Aviation,Furniture,2,21217.18,,
1001645,Customer_1644,P09374,F,26-35,30,0,Karnataka,Southern,Food Processing,Clothing & Apparel,4,11205.27,,
1001646,Customer_1645,P09046,F,36-45,38,1,Karnataka,Southern,Agriculture,Bliss Balls,3,4584.32,,
1001647,Customer_1646,P06336,F,18-25,24,0,Rajasthan,Western,IT Sector,Veterinary,4,11199.22,,
1001648,Customer_1647,P06178,M,51-55,55,1,Maharashtra,Western,IT Sector,Electronics & Gadgets,2,4768.67,,
1001649,Customer_1648,P00452,F,26-35,31,1,Karnataka,Southern,Govt,Footwear & Shoes,4,4405.88,,
1001650,Customer_1649,P09194,F,55+,59,1,Uttar Pradesh,Central,Banking,Clothing & Apparel,4,6738.96,,
1001651,Customer_1650,P07105,F,26-35,32,0,Haryana,Northern,Automobile,Veterinary,4,9331.63,,
1001652,Customer_1651,P00258,M,36-45,40,1,Karnataka,Southern,Healthcare,Stationery,4,3879.16,,
1001653,Customer_1652,P01056,F,26-35,32,1,Haryana,Northern,Aviation,Electronics & Gadgets,1,12866.48,,
1001654,Customer_1653,P02171,F,18-25,24,0,Madhya Pradesh,Central,Healthcare,Stationery,2,8902.97,,
1001655,Customer_1654,P08695,F,46-50,50,1,Maharashtra,Western,Healthcare,Clothing & Apparel,3,2059.9,,
1001656,Customer_1655,P09679,M,46-50,49,1,Madhya Pradesh,Central,IT Sector,Food,4,8376.97,,
1001657,Customer_1656,P03553,F,26-35,31,1,Delhi,Central,Banking,Stationery,3,6370.45,,
1001658,Customer_1657,P06775,F,36-45,42,1,Karnataka,Southern,Banking,Electronics & Gadgets,3,10853.79,,
1001659,Customer_1658,P01055,F,36-45,41,1,Madhya Pradesh,Central,Aviation,Office,3,20245.17,,
1001660,Customer_1659,P06395,M,46-50,50,0,Rajasthan,Western,Govt,Food,2,4437.53,,
1001661,Customer_1660,P01812,F,26-35,30,1,Madhya Pradesh,Central,Aviation,Tupperware,4,10959.02,,
1001662,Customer_1661,P04803,M,36-45,41,0,Delhi,Central,Banking,Food,3,3315.87,,
1001663,Customer_1662,P06663,F,26-35,28,0,Maharashtra,Western,IT Sector,Footwear & Shoes,4,2715.85,,
1001664,Customer_1663,P09565,F,26-35,31,0,Rajasthan,Western,IT Sector,Veterinary,4,23485.83,,
1001665,Customer_1664,P05731,M,51-55,53,1,Karnataka,Southern,IT Sector,Tupperware,3,17860.81,,
1001666,Customer_1665,P09733,F,26-35,30,0,Andhra Pradesh,Southern,Healthcare,Tupperware,1,7567.69,,
1001667,Customer_1666,P01494,F,18-25,23,0,Uttar Pradesh,Central,Banking,Clothing & Apparel,2,3190.99,,
